6038	0.0                      2995.2196387136887
6041	100.35347291138991       3000.429051347979
6042	112.40752153839205       3006.77252410498
6043	218.88031622597063       6937.066028118457
6044	299.357111013662         10773.810539823646
6039	11.772121831883599       15730.122554728558
6040	9.815775223410203        22572.87304213108
6045	391.8696148026526        31289.755753584086
